iteracija,u1,u2,u3,vrijednost
77,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
78,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
79,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
80,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
81,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
82,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
83,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
84,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
85,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
86,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
87,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
88,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
89,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
90,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
91,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
92,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
93,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
94,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
95,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
96,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
97,2.8484344753955035,0.7999094532134131,25013.668453989572,-10418002.275003
98,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
99,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
100,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
101,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
102,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
103,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
104,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
105,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
106,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
107,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
108,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
109,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
110,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
111,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
112,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
113,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
114,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
115,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
116,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
117,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
118,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
119,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
120,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
121,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
122,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
123,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
124,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
125,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
126,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
127,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
128,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
129,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
130,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
131,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
132,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
133,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
134,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
135,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
136,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
137,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
138,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
139,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
140,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
